district,total_infection,infection_incidence_rlp,infection_incidence_yr_0_11,infection_incidence_days_yr_12_19,infection_incidence_yr_20_59,infection_incidence_yr_60_above,hospitalized,total_covid19,covid19_incidence_rlp,covid19_incidence_yr_0_11,covid19_incidence_days_yr_12_19,covid19_incidence_yr_20_59,covid19_incidence_yr_60_above,deceased,Week_Number
VG Westpfalz,4811,924.0780639648438,277.0860290527344,468.67291259765625,1107.9769287109375,957.3206787109375,97,9,1.635575532913208,0,0,0.3832504153251648,4.813680648803711,29,2022KW44
Donnersbergkreis,554,733.1048583984375,168.06723022460938,256.8053283691406,868.4567260742188,833.8597412109375,16,2,2.621403694152832,0,0,0,8.422825813293457,3,2022KW44
Kaiserslautern,1079,1009.7985229492188,331.2720947265625,620.2704467773438,1251.29150390625,1001.7606811523438,12,1,0.8047253489494324,0,0,0,3.0356383323669434,3,2022KW44
KS Kaiserslautern,792,797.6473388671875,199.80970764160156,366.30035400390625,882.6270751953125,959.7556762695312,6,3,2.8356995582580566,0,0,0,10.906314849853516,8,2022KW44
Kusel,581,830.6051635742188,237.71791076660156,401.86126708984375,1020.6806640625,835.2125854492188,7,0,0,0,0,0,0,0,2022KW44
KS Pirmasens,434,1083.5372314453125,434.4677734375,676.1565551757812,1326.640380859375,1016.3499755859375,15,0,0,0,0,0,0,1,2022KW44
Südwestpfalz,1030,1086.2801513671875,320.37591552734375,591.4243774414062,1333.3624267578125,1052.34912109375,26,2,2.0830729007720947,0,0,2.182262659072876,2.981158971786499,10,2022KW44
KS Zweibrücken,341,1000.2639770507812,341.0059814453125,332.36395263671875,1235.928955078125,988.0157470703125,15,1,2.9316916465759277,0,0,0,9.148293495178223,4,2022KW44
Rheinland-Pfalz,9212,224.32810974121094,75.58512878417969,118.71172332763672,276.5252380371094,215.71495056152344,222,31,0.7480460405349731,0,0,0.0947491005063057,2.3377180099487305,148,2022KW45
VG Mittelrhein-Westerwald,2992,236.9079132080078,89.58197784423828,131.75230407714844,291.4104309082031,224.93276977539062,85,15,1.18765127658844,0,0,0,3.8340814113616943,38,2022KW45
Ahrweiler,319,248.934814453125,101.3464584350586,160.8086395263672,321.2228698730469,207.40042114257812,13,0,0,0,0,0,0,1,2022KW45
Altenkirchen,438,338.84930419921875,184.22488403320312,314.0046081542969,394.96533203125,310.1395568847656,13,2,1.5472570657730103,0,0,0,5.002251148223877,5,2022KW45
Cochem-Zell,100,161.982666015625,32.63707733154297,0,240.3529510498047,119.93859100341797,0,0,0,0,0,0,0,3,2022KW45
KS Koblenz,221,194.47720336914062,59.64553451538086,68.03646850585938,222.94219970703125,217.35755920410156,8,5,4.399781703948975,0,0,0,15.52553939819336,0,2022KW45
Mayen-Koblenz,447,207.47657775878906,58.166107177734375,89.2515640258789,252.47232055664062,215.2297821044922,14,3,1.3924603462219238,0,0,0,4.547108173370361,4,2022KW45
Neuwied,395,214.21986389160156,65.42361450195312,141.3727264404297,258.1708984375,217.09585571289062,2,0,0,0,0,0,0,2,2022KW45
Rhein-Hunsrück,252,242.85177612304688,79.442138671875,78.92659759521484,302.10308837890625,243.9906005859375,6,0,0,0,0,0,0,4,2022KW45
Rhein-Lahn,260,211.8574981689453,90.39547729492188,90.64128875732422,258.38104248046875,207.7369384765625,1,0,0,0,0,0,0,1,2022KW45
Westerwaldkreis,560,274.7373962402344,112.40326690673828,154.06341552734375,348.75164794921875,239.8160858154297,28,5,2.453012466430664,0,0,0,8.269519805908203,18,2022KW45
VG Rheinhessen-Nahe,2869,324.0317687988281,107.83572387695312,179.99285888671875,396.2367248535156,312.26678466796875,71,12,1.3510379791259766,0,0,0.4281325936317444,3.927884101867676,25,2022KW45
Alzey-Worms,432,328.9423522949219,90.15971374511719,181.81817626953125,426.86737060546875,292.2312927246094,8,2,1.5224756002426147,0,0,0,5.172235488891602,4,2022KW45
Bad Kreuznach,591,370.7607116699219,113.2951889038086,170.08248901367188,481.0010986328125,335.9637451171875,2,2,1.2545713186264038,0,0,0,3.90655517578125,8,2022KW45
Birkenfeld,163,201.61041259765625,56.8892936706543,87.1839599609375,218.69039916992188,248.1481475830078,5,0,0,0,0,0,0,0,2022KW45
Mainz-Bingen,827,389.3230285644531,177.0552520751953,213.5448455810547,465.5674133300781,387.7693786621094,17,6,2.822812080383301,0,0,1.8474897146224976,6.356874942779541,8,2022KW45
KS Mainz,684,314.40179443359375,71.43495178222656,239.2344512939453,373.9629211425781,290.7090148925781,34,2,0.9185562133789062,0,0,0,3.902134418487549,4,2022KW45
KS Worms,172,205.12820434570312,79.9520263671875,62.005889892578125,250.8837890625,212.33226013183594,5,0,0,0,0,0,0,1,2022KW45
VG Rheinpfalz,987,109.57644653320312,33.70797348022461,56.41103744506836,142.00350952148438,96.39319610595703,20,0,0,0,0,0,0,30,2022KW45
Bad Dürkheim,172,129.12330627441406,78.1694107055664,32.22687911987305,153.57679748535156,129.72198486328125,2,0,0,0,0,0,0,9,2022KW45
KS Frankenthal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022KW45
Germersheim,351,271.4344177246094,59.64609909057617,103.1778793334961,388.4819641113281,188.73011779785156,0,0,0,0,0,0,0,1,2022KW45
KS Landau i.d.Pf.,134,285.59857177734375,82.55934143066406,154.27337646484375,347.8194274902344,268.3504333496094,6,0,0,0,0,0,0,4,2022KW45
KS Ludwigshafen,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2022KW45
KS Neustadt a.d.W.,39,72.90946197509766,16.920473098754883,26.574541091918945,84.34935760498047,84.57374572753906,0,0,0,0,0,0,0,5,2022KW45
Rhein-Pfalz-Kreis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022KW45
KS Speyer,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2022KW45
Südliche Weinstr.,291,261.5048522949219,83.3750228881836,230.35577392578125,323.8177795410156,232.08908081054688,12,0,0,0,0,0,0,7,2022KW45
VG Trier,1050,195.61378479003906,70.51337432861328,107.70059204101562,239.46275329589844,185.10418701171875,6,1,0.18455326557159424,0,0,0,0.6339184641838074,18,2022KW45
Bernkastel-Wittlich,197,174.03749084472656,71.98847961425781,158.4013671875,221.25460815429688,138.93133544921875,2,1,0.8708904981613159,0,0,0,2.7786269187927246,4,2022KW45
Bitburg-Prüm,143,141.64166259765625,17.2547664642334,66.60449981689453,173.78683471679688,152.55271911621094,3,0,0,0,0,0,0,11,2022KW45
Trier-Saarburg,289,191.17929077148438,70.5591812133789,85.86639404296875,245.05087280273438,170.51446533203125,0,0,0,0,0,0,0,1,2022KW45
KS Trier,209,189.02052307128906,82.44778442382812,67.71397399902344,220.80471801757812,188.51187133789062,0,0,0,0,0,0,0,2,2022KW45
Vulkaneifel,212,348.2145690917969,146.84288024902344,211.61532592773438,415.22955322265625,339.19659423828125,1,0,0,0,0,0,0,0,2022KW45
VG Westpfalz,1314,252.3879852294922,66.64094543457031,101.40876007080078,303.1510925292969,269.56610107421875,40,3,0.5451918840408325,0,0,0,1.805130124092102,37,2022KW45
Donnersbergkreis,266,351.9961853027344,72.02880859375,102.72213745117188,414.30963134765625,412.7184753417969,12,2,2.621403694152832,0,0,0,8.422825813293457,4,2022KW45
Kaiserslautern,270,252.68359375,73.61602020263672,49.62163543701172,315.69281005859375,276.24310302734375,10,0,0,0,0,0,0,6,2022KW45
KS Kaiserslautern,196,197.39756774902344,57.08848571777344,106.83760833740234,219.28622436523438,229.03260803222656,2,1,0.945233166217804,0,0,0,3.6354382038116455,6,2022KW45
Kusel,130,185.8496856689453,26.413101196289062,42.301185607910156,216.59793090820312,221.33132934570312,0,0,0,0,0,0,0,3,2022KW45
KS Pirmasens,100,249.66294860839844,120.68549346923828,177.93594360351562,302.2076416015625,228.3105010986328,5,0,0,0,0,0,0,3,2022KW45
Südwestpfalz,264,278.4252014160156,32.03759002685547,164.2845458984375,353.52655029296875,265.3231506347656,9,0,0,0,0,0,0,12,2022KW45
KS Zweibrücken,88,258.1326599121094,170.50299072265625,124.636474609375,324.9390869140625,210.41075134277344,2,0,0,0,0,0,0,3,2022KW45
Rheinland-Pfalz,7615,185.4384002685547,95.4644546508789,149.98704528808594,226.829345703125,156.7077178955078,197,18,0.43434929847717285,0,0,0.0947491005063057,1.2897754907608032,131,2022KW46
VG Mittelrhein-Westerwald,2629,208.1654052734375,110.364990234375,165.5070343017578,261.5822448730469,165.63232421875,77,5,0.3958837687969208,0,0,0,1.2780271768569946,42,2022KW46
Ahrweiler,281,219.2811279296875,152.01968383789062,172.2949676513672,272.16912841796875,172.04808044433594,14,0,0,0,0,0,0,2,2022KW46
Altenkirchen,297,229.76768493652344,109.17030334472656,157.00230407714844,305.8291931152344,167.57540893554688,12,2,1.5472570657730103,0,0,0,5.002251148223877,6,2022KW46
Cochem-Zell,86,139.3050994873047,32.63707733154297,136.64312744140625,194.25787353515625,91.15332794189453,2,1,1.6185944080352783,0,0,0,4.797543525695801,8,2022KW46
KS Koblenz,233,205.03704833984375,102.2494888305664,204.10940551757812,258.2279968261719,139.7298583984375,4,0,0,0,0,0,0,1,2022KW46
Mayen-Koblenz,483,224.1861114501953,132.9510955810547,153.00267028808594,282.55023193359375,177.33721923828125,8,0,0,0,0,0,0,4,2022KW46
Neuwied,309,167.57958984375,60.75050354003906,127.23545837402344,214.78082275390625,141.2005615234375,1,0,0,0,0,0,0,3,2022KW46
Rhein-Hunsrück,262,252.48875427246094,167.711181640625,249.93423461914062,273.0547180175781,250.0150604248047,8,0,0,0,0,0,0,7,2022KW46
Rhein-Lahn,238,193.93109130859375,112.99434661865234,169.95240783691406,230.58053588867188,169.7362823486328,3,0,0,0,0,0,0,0,2022KW46
Westerwaldkreis,440,215.86509704589844,103.75686645507812,160.48272705078125,280.91229248046875,160.42869567871094,25,2,0.9812050461769104,0,0,0,3.3078081607818604,11,2022KW46
VG Rheinhessen-Nahe,2061,232.77430725097656,140.08566284179688,203.26780700683594,279.1424560546875,191.28794860839844,60,5,0.5629324913024902,0,0,0.2140662968158722,1.5711536407470703,18,2022KW46
Alzey-Worms,297,226.1478729248047,148.11952209472656,191.919189453125,251.3609161376953,222.4061279296875,5,0,0,0,0,0,0,4,2022KW46
Bad Kreuznach,393,246.5464630126953,147.28375244140625,272.1319885253906,314.7447814941406,169.93515014648438,2,2,1.2545713186264038,0,0,0,3.90655517578125,3,2022KW46
Birkenfeld,162,200.37353515625,91.02287292480469,139.4943389892578,261.9198913574219,159.25926208496094,7,0,0,0,0,0,0,0,2022KW46
Mainz-Bingen,599,281.988525390625,181.07923889160156,256.2538146972656,332.54815673828125,241.56124877929688,19,1,0.470468670129776,0,0,0,1.5892187356948853,8,2022KW46
KS Mainz,492,226.14866638183594,147.33457946777344,189.9803009033203,261.3885192871094,181.44924926757812,22,2,0.9185562133789062,0,0,0.7710576057434082,1.9510672092437744,3,2022KW46
KS Worms,118,140.7274932861328,39.97601318359375,46.504417419433594,193.86474609375,110.41277313232422,5,0,0,0,0,0,0,0,2022KW46
VG Rheinpfalz,892,99.02957916259766,49.117332458496094,68.60801696777344,119.6390380859375,90.4840316772461,22,4,0.4440433382987976,0,0,0,1.477290391921997,30,2022KW46
Bad Dürkheim,275,206.44715881347656,106.59465789794922,118.16521453857422,241.11558532714844,205.7659149169922,5,0,0,0,0,0,0,7,2022KW46
KS Frankenthal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022KW46
Germersheim,245,189.46278381347656,112.66485595703125,92.86009216308594,223.89608764648438,183.33782958984375,2,2,1.546419620513916,0,0,0,5.392289161682129,3,2022KW46
KS Landau i.d.Pf.,73,155.58729553222656,123.8390121459961,154.27337646484375,194.93177795410156,86.81925964355469,1,0,0,0,0,0,0,4,2022KW46
KS Ludwigshafen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022KW46
KS Neustadt a.d.W.,106,198.1641845703125,84.60237121582031,132.87271118164062,214.70745849609375,225.52999877929688,9,0,0,0,0,0,0,5,2022KW46
Rhein-Pfalz-Kreis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022KW46
KS Speyer,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2022KW46
Südliche Weinstr.,193,173.4379425048828,66.70001983642578,191.96315002441406,246.02915954589844,93.9408187866211,5,2,1.7972842454910278,0,0,0,5.525930404663086,10,2022KW46
VG Trier,963,179.40577697753906,87.71175384521484,138.47218322753906,213.21054077148438,162.9170379638672,6,0,0,0,0,0,0,11,2022KW46
Bernkastel-Wittlich,172,151.95152282714844,39.99360275268555,170.58609008789062,184.08383178710938,136.1527099609375,1,0,0,0,0,0,0,2,2022KW46
Bitburg-Prüm,121,119.85063171386719,43.13691711425781,66.60449981689453,127.95294189453125,149.16265869140625,2,0,0,0,0,0,0,9,2022KW46
Trier-Saarburg,275,181.9180145263672,141.1183624267578,111.62631225585938,229.65499877929688,132.37306213378906,0,0,0,0,0,0,0,0,2022KW46
KS Trier,214,193.5425567626953,54.965187072753906,94.79956817626953,245.33856201171875,151.5487518310547,0,0,0,0,0,0,0,0,2022KW46
Vulkaneifel,181,297.2964172363281,179.47462463378906,352.6922302246094,304.72491455078125,310.1225891113281,3,0,0,0,0,0,0,0,2022KW46
VG Westpfalz,1070,205.52142333984375,73.6557846069336,175.4097442626953,251.7955322265625,184.72499084472656,32,4,0.7269225120544434,0,0,0.3832504153251648,1.805130124092102,30,2022KW46
Donnersbergkreis,136,179.9679718017578,36.014404296875,205.44427490234375,217.77813720703125,164.24510192871094,5,0,0,0,0,0,0,3,2022KW46
Kaiserslautern,274,256.42706298828125,88.33922576904297,198.48654174804688,344.39215087890625,200.3521270751953,8,1,0.8047253489494324,0,0,0,3.0356383323669434,10,2022KW46
KS Kaiserslautern,229,230.63287353515625,95.14747619628906,213.6752166748047,248.52438354492188,250.84524536132812,9,3,2.8356995582580566,0,0,1.8273851871490479,7.270876407623291,2,2022KW46
Kusel,131,187.279296875,26.413101196289062,84.60237121582031,264.0714416503906,150.3382568359375,0,0,0,0,0,0,0,4,2022KW46
KS Pirmasens,46,114.84496307373047,0,142.3487548828125,133.17625427246094,117.83767700195312,1,0,0,0,0,0,0,4,2022KW46
Südwestpfalz,180,189.8353729248047,128.15036010742188,147.85609436035156,233.50209045410156,155.02027893066406,4,0,0,0,0,0,0,4,2022KW46
KS Zweibrücken,74,217.0660858154297,85.25149536132812,207.7274627685547,214.69189453125,265.3005065917969,5,0,0,0,0,0,0,3,2022KW46
Rheinland-Pfalz,9212,224.32810974121094,75.58512878417969,118.71172332763672,276.5252380371094,215.71495056152344,222,31,0.7480460405349731,0,0,0.0947491005063057,2.3377180099487305,148,2022KW47
VG Mittelrhein-Westerwald,2992,236.9079132080078,89.58197784423828,131.75230407714844,291.4104309082031,224.93276977539062,85,15,1.18765127658844,0,0,0,3.8340814113616943,38,2022KW47
Ahrweiler,319,248.934814453125,101.3464584350586,160.8086395263672,321.2228698730469,207.40042114257812,13,0,0,0,0,0,0,1,2022KW47
Altenkirchen,438,338.84930419921875,184.22488403320312,314.0046081542969,394.96533203125,310.1395568847656,13,2,1.5472570657730103,0,0,0,5.002251148223877,5,2022KW47
Cochem-Zell,100,161.982666015625,32.63707733154297,0,240.3529510498047,119.93859100341797,0,0,0,0,0,0,0,3,2022KW47
KS Koblenz,221,194.47720336914062,59.64553451538086,68.03646850585938,222.94219970703125,217.35755920410156,8,5,4.399781703948975,0,0,0,15.52553939819336,0,2022KW47
Mayen-Koblenz,447,207.47657775878906,58.166107177734375,89.2515640258789,252.47232055664062,215.2297821044922,14,3,1.3924603462219238,0,0,0,4.547108173370361,4,2022KW47
Neuwied,395,214.21986389160156,65.42361450195312,141.3727264404297,258.1708984375,217.09585571289062,2,0,0,0,0,0,0,2,2022KW47
Rhein-Hunsrück,252,242.85177612304688,79.442138671875,78.92659759521484,302.10308837890625,243.9906005859375,6,0,0,0,0,0,0,4,2022KW47
Rhein-Lahn,260,211.8574981689453,90.39547729492188,90.64128875732422,258.38104248046875,207.7369384765625,1,0,0,0,0,0,0,1,2022KW47
Westerwaldkreis,560,274.7373962402344,112.40326690673828,154.06341552734375,348.75164794921875,239.8160858154297,28,5,2.453012466430664,0,0,0,8.269519805908203,18,2022KW47
VG Rheinhessen-Nahe,2869,324.0317687988281,107.83572387695312,179.99285888671875,396.2367248535156,312.26678466796875,71,12,1.3510379791259766,0,0,0.4281325936317444,3.927884101867676,25,2022KW47
Alzey-Worms,432,328.9423522949219,90.15971374511719,181.81817626953125,426.86737060546875,292.2312927246094,8,2,1.5224756002426147,0,0,0,5.172235488891602,4,2022KW47
Bad Kreuznach,591,370.7607116699219,113.2951889038086,170.08248901367188,481.0010986328125,335.9637451171875,2,2,1.2545713186264038,0,0,0,3.90655517578125,8,2022KW47
Birkenfeld,163,201.61041259765625,56.8892936706543,87.1839599609375,218.69039916992188,248.1481475830078,5,0,0,0,0,0,0,0,2022KW47
Mainz-Bingen,827,389.3230285644531,177.0552520751953,213.5448455810547,465.5674133300781,387.7693786621094,17,6,2.822812080383301,0,0,1.8474897146224976,6.356874942779541,8,2022KW47
KS Mainz,684,314.40179443359375,71.43495178222656,239.2344512939453,373.9629211425781,290.7090148925781,34,2,0.9185562133789062,0,0,0,3.902134418487549,4,2022KW47
KS Worms,172,205.12820434570312,79.9520263671875,62.005889892578125,250.8837890625,212.33226013183594,5,0,0,0,0,0,0,1,2022KW47
VG Rheinpfalz,987,109.57644653320312,33.70797348022461,56.41103744506836,142.00350952148438,96.39319610595703,20,0,0,0,0,0,0,30,2022KW47
Bad Dürkheim,172,129.12330627441406,78.1694107055664,32.22687911987305,153.57679748535156,129.72198486328125,2,0,0,0,0,0,0,9,2022KW47
KS Frankenthal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022KW47
Germersheim,351,271.4344177246094,59.64609909057617,103.1778793334961,388.4819641113281,188.73011779785156,0,0,0,0,0,0,0,1,2022KW47
KS Landau i.d.Pf.,134,285.59857177734375,82.55934143066406,154.27337646484375,347.8194274902344,268.3504333496094,6,0,0,0,0,0,0,4,2022KW47
KS Ludwigshafen,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2022KW47
KS Neustadt a.d.W.,39,72.90946197509766,16.920473098754883,26.574541091918945,84.34935760498047,84.57374572753906,0,0,0,0,0,0,0,5,2022KW47
Rhein-Pfalz-Kreis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022KW47
KS Speyer,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2022KW47
Südliche Weinstr.,291,261.5048522949219,83.3750228881836,230.35577392578125,323.8177795410156,232.08908081054688,12,0,0,0,0,0,0,7,2022KW47
VG Trier,1050,195.61378479003906,70.51337432861328,107.70059204101562,239.46275329589844,185.10418701171875,6,1,0.18455326557159424,0,0,0,0.6339184641838074,18,2022KW47
Bernkastel-Wittlich,197,174.03749084472656,71.98847961425781,158.4013671875,221.25460815429688,138.93133544921875,2,1,0.8708904981613159,0,0,0,2.7786269187927246,4,2022KW47
Bitburg-Prüm,143,141.64166259765625,17.2547664642334,66.60449981689453,173.78683471679688,152.55271911621094,3,0,0,0,0,0,0,11,2022KW47
Trier-Saarburg,289,191.17929077148438,70.5591812133789,85.86639404296875,245.05087280273438,170.51446533203125,0,0,0,0,0,0,0,1,2022KW47
KS Trier,209,189.02052307128906,82.44778442382812,67.71397399902344,220.80471801757812,188.51187133789062,0,0,0,0,0,0,0,2,2022KW47
Vulkaneifel,212,348.2145690917969,146.84288024902344,211.61532592773438,415.22955322265625,339.19659423828125,1,0,0,0,0,0,0,0,2022KW47
VG Westpfalz,1314,252.3879852294922,66.64094543457031,101.40876007080078,303.1510925292969,269.56610107421875,40,3,0.5451918840408325,0,0,0,1.805130124092102,37,2022KW47
Donnersbergkreis,266,351.9961853027344,72.02880859375,102.72213745117188,414.30963134765625,412.7184753417969,12,2,2.621403694152832,0,0,0,8.422825813293457,4,2022KW47
Kaiserslautern,270,252.68359375,73.61602020263672,49.62163543701172,315.69281005859375,276.24310302734375,10,0,0,0,0,0,0,6,2022KW47
KS Kaiserslautern,196,197.39756774902344,57.08848571777344,106.83760833740234,219.28622436523438,229.03260803222656,2,1,0.945233166217804,0,0,0,3.6354382038116455,6,2022KW47
Kusel,130,185.8496856689453,26.413101196289062,42.301185607910156,216.59793090820312,221.33132934570312,0,0,0,0,0,0,0,3,2022KW47
KS Pirmasens,100,249.66294860839844,120.68549346923828,177.93594360351562,302.2076416015625,228.3105010986328,5,0,0,0,0,0,0,3,2022KW47
